Model	Manufacturer	ShortDesc		ManufacturerModel	MPN	UPC	MerchantCategory	Taxonomy Node	Category URL	Brand	RegularPrice	CurrentPrice	InStock	ReferenceImageURL	ActionURL	PromotionalText	Vendor	ShippingPrice	Weight	Second Day Shipping	Overnight Shipping	Condition	Gender	StockDescription	Keywords	ArtistAuthor	ISBN	AMGID	Format	Label	LabelCatalogID	Custom1	Custom2	Custom3	Custom4	Custom5	Custom6	Custom7	Custom8	Custom9	Custom10	Custom11	Custom12	ProductCost	ProductMargin	OrgCountry	MERC_NAME	MERC_URL
ABCD_J200_value	Lenovo	"Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&"	"Lenovo J200 Value|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&"	Lenovo J200 Value	ABCD_J200_value	96905GU	AComputers|PC Desktops	Desktops	|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	Lenovo 3000 Desktop		449	YES	images/J200_builder_160x128.gif	http://shop.lenovo.com/SEUILibrary/controller/e/web/LenovoPortal/en_US/integration.workflow:ProductDisplayBundle?IsBundle=true&GroupID=37&Code=J200_value&OID=:00000025:000001D5:&PID=TUMRIJ200_value&	"No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval."	Lenovo	0				0			"desktop,computer,thinkcentre,small business,lenovo,PC"																					USA	Dell	http://img.shopping.com/cctool/merch_logos/451719.gif
J205	Lenovo	"Lenovo J205|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&"	"Lenovo J205|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&"	Lenovo J205	J205	96864AU	AComputers|PC Desktops	Desktops	|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	Lenovo 3000 Desktop		469	YES	images/J200_builder_160x128.gif	http://shop.lenovo.com/SEUILibrary/controller/e/web/LenovoPortal/en_US/integration.workflow:ProductDisplayBundle?IsBundle=true&GroupID=37&Code=J205&OID=:00000025:00000291:&PID=TUMRIJ205&	"No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval."	Lenovo	0				0			"desktop,computer,thinkcentre,small business,lenovo,PC"																						AMD	http://img.shopping.com/cctool/merch_logos/9213.gif
M57p VPro Small Desktop	Lenovo	"M57p vPro Small Desktop|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&"	"M57p vPro Small Desktop|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&"	M57p vPro Small Desktop	M57p VPro Small Desktop		AComputers|PC Desktops	Desktops	|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	Lenovo ThinkCentre		996	YES	http://shop.lenovo.com/ISS_Static/images/floater/m57_160x128.gif	http://shop.lenovo.com/SEUILibrary/controller/e/web/LenovoPortal/en_US/integration.workflow:ProductDisplayBundle?IsBundle=true&GroupID=37&Code=M57p VPro Small Desktop&OID=:00000025:00000405:&PID=TUMRIM57p VPro Small Desktop&	"No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval."	Lenovo	0				0			"computer accessories, PC accessories, PC Options, pc accessories, lenovo"																						Intel	
A60_DESKTOP_STANDARD_123NL	Lenovo	ThinkCentre A60|promo=Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	ThinkCentre A60|promo=Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	ThinkCentre A60	9266CTO		AComputers|PC Desktops	Desktops	|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	Lenovo ThinkCentre		492	Yes	http://shop.lenovo.com/ISS_Static/images/floater/a60desktop_160x128.gif	http://shop.lenovo.com/SEUILibrary/controller/integration.workflow:ProductDisplayBundle?IsBundle=true&GroupID=37&Code=A60_DESKTOP_STANDARD_123NL&OID=:00000025:0000004E:&PID=TUMRIA60_DESKTOP_STANDARD_123NL&	Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.	Lenovo	0				0			"desktop,computer,thinkcentre,small business,lenovo,ibm,amd,PC"							9266CTO	"AMD Sempron 3400+ AM2 Processor (1.8GHz, 256KB L2)"	Windows XP Home Edition	1.8GHz	512MB PC2-4200 SDRAM (1 DIMM)	nVidia GF 6100 Integrated Graphics	"80GB Hard Disk Drive, 7200RPM Serial ATA"									IBM	
A60_TOWER_STANDARD_123NL	Lenovo	ThinkCentre A60|promo=Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	ThinkCentre A60|promo=Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	ThinkCentre A60	8700CTO		AComputers|PC Desktops	Desktops	|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	Lenovo ThinkCentre		476	Yes	http://shop.lenovo.com/ISS_Static/images/floater/aseries_160x128.gif	http://shop.lenovo.com/SEUILibrary/controller/integration.workflow:ProductDisplayBundle?IsBundle=true&GroupID=37&Code=A60_TOWER_STANDARD_123NL&OID=:00000025:0000004F:&PID=TUMRIA60_TOWER_STANDARD_123NL&	Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.	Lenovo	0				0			"desktop,computer,thinkcentre,small business,lenovo,ibm,amd,PC"							8700CTO	"AMD Sempron 3400+ AM2 Processor (1.8GHz, 256KB L2)"	Windows XP Home Edition	1.8GHz	1GB PC2-5300 SDRAM (2 DIMMs)	nVidia GF 6100 Integrated Graphics	"80GB Hard Disk Drive, 7200RPM Serial ATA"									Helwet Pac.	
A61e_XP	Lenovo	ThinkCentre A61e|promo=Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	ThinkCentre A61e|promo=Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	ThinkCentre A61e	A61e_XP		AComputers|PC Desktops	Desktops	|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	Lenovo ThinkCentre		399	YES	http://shop.lenovo.com/ISS_Static/images/floater/a61e_160x128.gif	http://shop.lenovo.com/SEUILibrary/controller/e/web/LenovoPortal/en_US/integration.workflow:ProductDisplayBundle?IsBundle=true&GroupID=37&Code=A61e_XP&OID=:00000025:00000326:&PID=TUMRIA61e_XP&	Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.	Lenovo	0				0			"desktop,computer,thinkcentre,small business,lenovo,ibm,PC"																						Dell	http://img.shopping.com/cctool/merch_logos/451719.gif
J200_entry	Lenovo	"Lenovo J200 Entry|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&"	"Lenovo J200 Entry|promo=No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&"	Lenovo J200 Entry	J200_entry	969084U	AComputers|PC Desktops	Desktops	|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	Lenovo 3000 Desktop		399	YES	images/Wrong_J200_builder_160x128.gif	http://shop.lenovo.com/SEUILibrary/controller/e/web/LenovoPortal/en_US/integration.workflow:ProductDisplayBundle?IsBundle=true&GroupID=37&Code=J200_entry&OID=:00000025:000001D4:&PID=TUMRIJ200_entry&	"No Payments for up to 6 months with Quick, Easy, Secure Bill Me Later®. Minimum purchase required. Subject to credit approval."	Lenovo	0				0			"desktop,computer,thinkcentre,small business,lenovo,PC"																						AMD	http://img.shopping.com/cctool/merch_logos/9213.gif
TC_A55_CELERON	Lenovo	ThinkCentre A55|promo=Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	ThinkCentre A55|promo=Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	ThinkCentre A55	8705CTO		AComputers|PC Desktops	Desktops	|url=http://shop.lenovo.com/SEUILibrary/controller/e/na/LenovoPortal/en_US/catalog.workflow:CompareByNeed?current-category-id=FFA158AAECE944CD9055899B3280EA36&cid=TUMRIDSKTOP&	Lenovo ThinkCentre		416	Yes	http://shop.lenovo.com/ISS_Static/images/floater/aseries_160x128.gif	http://shop.lenovo.com/SEUILibrary/controller/e/web/LenovoPortal/en_US/integration.workflow:ProductDisplayBundle?IsBundle=true&GroupID=37&Code=TC_A55_CELERON&OID=:00000025:000001DC:&PID=TUMRITC_A55_CELERON&	Winter savings! Save up to $175 on select ThinkCentre desktops through January 7.	Lenovo	0				0			"desktop,computer,thinkcentre,small business,lenovo,ibm,PC"							8705CTO	Intel Celeron 420 Processor (1.6GHz 800MHz FSB 512KB L2)	Genuine Windows Vista Home Basic	1.6Ghz	1GB PC2-5300 SDRAM (1 DIMM)	Intel GMA Integrated Graphics	"80GB Hard Disk Drive, 7200RPM Serial ATA"									Intel	
